,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
Casita_by_The_Astronomers,0.8524972,0.8758824,0.91347885,0.7904671,0.85408,0.85486156,0.7943535,0.9128186,0.8937913,0.8463445,0.89793444,0.82382876,0.91739154,0.76501757,0.7632075,0.9201286,0.8878385,0.9035338,0.84658575,0.8618039,0.7975017,0.8540287,0.8278283,0.90878516,0.9034899,0.8524225,0.9062903,0.9186504,0.9120249,0.82795084,0.8470039,0.9059827,0.8469878,0.919408,0.77068704,0.9074692,0.897939,0.84577614,0.9187018,0.8169992,0.84923285,0.8708239,0.8007637,0.89071006,0.859999,1.0000122,0.9145705,0.89273465,0.8394804,0.87588006,0.8834507,0.8463383,0.84644765,0.8924507,0.7722662,0.9106948,0.87314546,0.81446445,0.9139206,0.86885667,0.834514,0.81255263,0.85483646,0.8980445,0.8468509,0.8225847,0.87018085,0.86435556,0.880538,0.8979043,0.87414646,0.8107235,0.86804307,0.82152414,0.91532916,0.91728,0.91154206,0.8030087,0.8534863,0.8979071,0.90240556,0.9180933,0.9145167,0.85335296,0.9154855,0.83992976,0.8575779,0.80770737,0.83321905,0.8801927,0.78437376,0.90183806,0.825885,0.78828114,0.77767056,0.8812071,0.8168452,0.84699607,0.89030635,0.8936383,0.8978912,0.8595482,0.8196564,0.8143929,0.8804391,0.8802426,0.9131132,0.89097106,0.81736916,0.8503883,0.8664851,0.785668,0.91128457,0.7734722,0.79214525,0.8860063,0.8650023,0.8414969,0.78777575,0.8785671,0.8620867,0.89035857,0.8982663,0.8060633,0.892138,0.87777627,0.8679666,0.8108456,0.82588965,0.7852088,0.89798295,0.896863,0.8793283,0.9175462,0.8781982,0.75277126,0.832048,0.9199634,0.8978919,0.86146456,0.91283405,0.911424,0.84498405,0.84755516
Cave_Song_by_Pretty_Vicious,0.84972394,0.8670265,0.9325457,0.7872066,0.8512895,0.8531291,0.7934633,0.9043691,0.8891106,0.8432636,0.90292555,0.8212313,0.9295201,0.76577765,0.76030177,0.9167845,0.8819284,0.89850885,0.8441676,0.85813445,0.7944916,0.84792477,0.8247803,0.90477896,0.89783555,0.8485979,0.899151,0.9139516,0.9299529,0.8265959,0.84382266,0.9004903,0.84363294,0.9186858,0.76704854,0.90259737,0.90292954,0.843384,0.9130942,0.8150099,0.84400105,0.8643201,0.7945124,0.88736254,0.8561206,0.9145705,1.0000155,0.8872911,0.83485556,0.8744715,0.88104105,0.84090763,0.8427643,0.88646793,0.76802737,0.9062453,0.8681268,0.8139884,0.9106702,0.8644813,0.83318603,0.8108117,0.84962434,0.8933613,0.8440052,0.81825495,0.8673508,0.86171377,0.8777204,0.9028964,0.8685664,0.8069661,0.8645683,0.82700264,0.9117532,0.9136761,0.9091909,0.8011504,0.84693277,0.90289944,0.89834106,0.9137223,0.93079287,0.8490942,0.91234505,0.83719,0.851623,0.8073961,0.831098,0.8748013,0.7808499,0.89588666,0.82384264,0.7908086,0.78109175,0.876519,0.81201476,0.84049445,0.88790905,0.8899251,0.891249,0.8572057,0.81261456,0.8126627,0.8775309,0.87587583,0.908623,0.88605833,0.8148204,0.8480224,0.85940284,0.78369534,0.9052456,0.7694734,0.7894801,0.8807065,0.86113226,0.83831924,0.7861618,0.87477154,0.85789174,0.8857025,0.8951743,0.80369663,0.8872789,0.87418896,0.8646849,0.8091959,0.82148576,0.7853958,0.9029712,0.8929565,0.8723867,0.9216947,0.87494475,0.75291884,0.83101326,0.9136035,0.9028833,0.8575118,0.93193996,0.90838575,0.8422017,0.8423102
Cellophane_by_Sara_Jackson-Holman,0.8556893,0.8733086,0.8848368,0.7864457,0.85699946,0.85328835,0.78543526,0.89721733,0.89800495,0.8491068,0.86838776,0.82601327,0.88794535,0.7632975,0.75879574,0.89197385,0.8835351,0.8968168,0.8481227,0.8652381,0.7975213,0.8501277,0.8297354,0.89572203,0.8925971,0.85281456,0.8926602,0.8937314,0.88346434,0.82736385,0.84870565,0.8947953,0.84653443,0.89120054,0.7649258,0.8955951,0.86839134,0.8466026,0.89169395,0.81695384,0.8477706,0.8725195,0.79693025,0.8950678,0.86230904,0.89273465,0.8872911,1.0000129,0.8347945,0.87731946,0.88808393,0.8452147,0.8501824,0.8967482,0.7691994,0.88951993,0.87333536,0.81394726,0.89229685,0.8721808,0.83641195,0.8135718,0.8570042,0.89502317,0.84940606,0.8102025,0.8736788,0.8652062,0.8866893,0.86835164,0.879231,0.8093983,0.8697635,0.82155704,0.89198303,0.8900919,0.89113986,0.7981602,0.85573334,0.86835665,0.8931482,0.8893493,0.88505065,0.85435176,0.88798153,0.8433025,0.85494936,0.8070675,0.8361105,0.8846365,0.7792033,0.89476424,0.8182825,0.7845608,0.76462454,0.88546854,0.81602037,0.84724355,0.8964012,0.8961607,0.8941477,0.8622484,0.8147,0.8143726,0.8828181,0.88058144,0.8920522,0.8934862,0.81615615,0.85153997,0.86443377,0.78483415,0.8931398,0.7689929,0.78973967,0.8874423,0.86761963,0.8441717,0.785957,0.88343424,0.8613096,0.89437747,0.8969791,0.8054004,0.8964106,0.8769777,0.8686453,0.8137874,0.82530737,0.7826206,0.86843914,0.89555943,0.88251734,0.8902526,0.8835318,0.7470473,0.8343333,0.89264625,0.86833996,0.86531997,0.8836639,0.89352715,0.844247,0.84927106
CEO_of_Watching_Television_by_Ellie_Dixon,0.83927065,0.8401185,0.8345702,0.80250734,0.84139264,0.8444021,0.80204886,0.83852684,0.83595175,0.8360367,0.8392506,0.8389603,0.83935666,0.77458054,0.774391,0.839324,0.8355327,0.8376543,0.8443523,0.8406202,0.8083392,0.8494421,0.8433385,0.8372036,0.8324396,0.83680856,0.8370315,0.8379316,0.8344052,0.8381591,0.84174925,0.83794963,0.8474866,0.8383198,0.7710362,0.8393662,0.83924866,0.8369164,0.83619094,0.8328697,0.8444729,0.8436383,0.8078525,0.83899915,0.8384723,0.8394804,0.83485556,0.8347945,0.9999979,0.8432443,0.8363307,0.84634215,0.8335067,0.8351919,0.7869623,0.8289486,0.8459481,0.8199064,0.83768606,0.83663166,0.8421568,0.8205021,0.8398552,0.8350286,0.8394033,0.8161775,0.8346911,0.8445458,0.82606804,0.83920944,0.8370588,0.8250002,0.84038174,0.83332413,0.83742034,0.8347119,0.8382495,0.8120902,0.84144855,0.83921576,0.83247846,0.83517754,0.8373285,0.8373383,0.8340068,0.8411294,0.84209234,0.8225615,0.8403539,0.83599675,0.7946256,0.83463293,0.83203816,0.79300374,0.7724248,0.83512765,0.82752794,0.8422278,0.83351934,0.8393617,0.83280087,0.84021956,0.82713294,0.8299078,0.83860266,0.8365099,0.83371127,0.8351251,0.8309257,0.8410166,0.84770507,0.79446423,0.83413196,0.7753058,0.8026192,0.8425523,0.83854145,0.84162766,0.79226774,0.8398601,0.84366214,0.8408318,0.843529,0.8209786,0.8377602,0.8415748,0.8480495,0.8290681,0.8400079,0.79407364,0.83930475,0.8319246,0.83021027,0.83700126,0.8367187,0.76193964,0.83467644,0.83664787,0.8391943,0.84054875,0.8318613,0.83313173,0.83573955,0.83766484
Chicken_by_Your_Neighbors,0.8645608,0.87867725,0.8727263,0.79484516,0.86420244,0.86079043,0.8011578,0.8800247,0.87863517,0.8559618,0.86572033,0.83334136,0.8766337,0.7725681,0.7689469,0.8756279,0.87848485,0.87778395,0.85549337,0.8720016,0.80366164,0.8579159,0.8359194,0.87676,0.87460434,0.86150706,0.8780397,0.8758697,0.8714332,0.83384085,0.8556253,0.8775476,0.85086536,0.8752843,0.77101165,0.8789104,0.86572355,0.8544694,0.8736757,0.82544416,0.856186,0.8782106,0.8044438,0.8820152,0.8694816,0.87588006,0.8744715,0.87731946,0.8432443,1.0000091,0.8799911,0.85202044,0.854107,0.87837744,0.78238124,0.86866933,0.88157904,0.8205811,0.87738186,0.8788077,0.8440845,0.814474,0.86516625,0.876487,0.85630697,0.8163902,0.87768084,0.873671,0.872466,0.8656836,0.8809533,0.81731987,0.8762172,0.83120596,0.87408847,0.8713521,0.8763842,0.80608314,0.86291474,0.86568904,0.8737062,0.8718923,0.8739665,0.8612571,0.8709945,0.84945726,0.86307925,0.8145078,0.8430562,0.8820388,0.7875782,0.87645376,0.8285194,0.7903,0.7679378,0.87808955,0.82088053,0.8559422,0.8778491,0.88040185,0.87479347,0.86861545,0.8203584,0.8211028,0.8823922,0.8797344,0.8717201,0.8783155,0.82261914,0.8589824,0.87140304,0.7906803,0.8737404,0.77599275,0.79756624,0.88251364,0.87663305,0.8497666,0.7893341,0.88480425,0.86487913,0.88406885,0.8833205,0.8141345,0.88007003,0.8818564,0.8756913,0.82129574,0.83317685,0.7909907,0.8657714,0.87484103,0.87495697,0.874872,0.88055986,0.7546928,0.839556,0.87486964,0.8656715,0.8705383,0.8707073,0.87432903,0.85381556,0.8576023
City_of_Angels_by_Em_Beihold,0.8596223,0.8749347,0.8799388,0.7880342,0.85874236,0.857726,0.79060847,0.88749576,0.88930064,0.8519735,0.8658727,0.82785034,0.882446,0.76532793,0.7592552,0.8830522,0.8847665,0.88692486,0.84867966,0.8665456,0.7982939,0.84824014,0.8298807,0.8877662,0.88379943,0.8568467,0.88454765,0.88444155,0.878586,0.82986903,0.8509754,0.88750577,0.84580094,0.8823012,0.76343673,0.88698316,0.8658749,0.84973985,0.8828989,0.81743485,0.85021245,0.8739753,0.7981608,0.8931668,0.8658604,0.8834507,0.88104105,0.88808393,0.8363307,0.8799911,1.0000113,0.8463093,0.8518273,0.88912797,0.7734631,0.87951493,0.8755431,0.81471646,0.8848835,0.87429833,0.8387462,0.8128455,0.85991645,0.8858143,0.8510487,0.8102246,0.8754238,0.86790615,0.88481474,0.86583686,0.88148224,0.8111656,0.8713812,0.8261722,0.8840325,0.881272,0.88324684,0.8000684,0.85668373,0.8658409,0.88513047,0.8796091,0.8799854,0.8556674,0.879187,0.84557885,0.8573042,0.8076153,0.83747864,0.8846272,0.7798173,0.8846826,0.8213649,0.78735876,0.76094925,0.88754445,0.81675804,0.84768623,0.8884264,0.8909732,0.88520336,0.8644211,0.8136324,0.81616044,0.8851025,0.8819899,0.8827662,0.8874735,0.81605697,0.8542324,0.86639106,0.785359,0.88533854,0.77000695,0.78950626,0.8882612,0.8705324,0.84497815,0.7846421,0.8860755,0.8620539,0.8962619,0.89065665,0.8072865,0.8907367,0.88034946,0.871266,0.8149402,0.8272972,0.78379524,0.8659223,0.88602453,0.88344187,0.8822152,0.8879292,0.74955136,0.83569646,0.88330686,0.8658233,0.8656342,0.8795973,0.88515174,0.84674096,0.8505625
Closer_to_You_by_Sammy_Rae_&_The_Friends,0.8477272,0.8507152,0.83873194,0.80469066,0.8503976,0.85678804,0.8085493,0.849959,0.84783816,0.8455815,0.84882355,0.8387586,0.84588796,0.7780408,0.7797118,0.84347975,0.845076,0.84616953,0.8551794,0.84732,0.81021434,0.8584569,0.84354585,0.84537023,0.84226716,0.84720796,0.849313,0.84243935,0.8381552,0.83950156,0.8505863,0.8479736,0.85472685,0.8438505,0.77589214,0.84963876,0.84882367,0.84777427,0.84090227,0.83207166,0.85346186,0.85350263,0.8095152,0.8488322,0.84694535,0.8463383,0.84090763,0.8452147,0.84634215,0.85202044,0.8463093,1.0000061,0.8435126,0.84593797,0.7899792,0.8361304,0.85365283,0.82004887,0.84706634,0.8471156,0.84536976,0.81987655,0.8506704,0.8439086,0.84898216,0.8212401,0.8424873,0.85251844,0.83593184,0.84878534,0.8471183,0.82401705,0.84919083,0.84120524,0.843063,0.8393865,0.84686816,0.81387407,0.8523755,0.848789,0.84057987,0.8390486,0.8425216,0.8461981,0.8389813,0.85032165,0.85359544,0.8223953,0.848749,0.8469446,0.79693806,0.84550136,0.8325116,0.79567254,0.77112657,0.8433741,0.8261668,0.8551779,0.84343183,0.85029185,0.8412701,0.8481305,0.82774407,0.8268455,0.8488037,0.84489423,0.8394902,0.8451878,0.8299035,0.8490705,0.8588319,0.79425263,0.84246397,0.7801306,0.8053128,0.85439634,0.84694785,0.85126674,0.79523695,0.8508417,0.8551769,0.85111153,0.85462826,0.821689,0.84645295,0.84937006,0.85637176,0.82828045,0.84135354,0.7946291,0.84887516,0.83971983,0.8408004,0.84065866,0.84741485,0.7620349,0.83588904,0.8423106,0.8487693,0.851052,0.8364223,0.8413864,0.846401,0.8471489
CoDA_by_Dead_Poet_Society,0.85966146,0.8516319,0.8386023,0.7842482,0.8611376,0.84920233,0.78212917,0.8507143,0.84924173,0.8561948,0.82833105,0.8289112,0.8421172,0.7594843,0.7544328,0.84609884,0.8474735,0.8485248,0.8530024,0.8559608,0.7916987,0.8499923,0.83139086,0.84875625,0.8450646,0.8583416,0.8472385,0.84686536,0.8389102,0.8280265,0.8553947,0.84874237,0.84440845,0.8445134,0.7574798,0.8493484,0.8283331,0.8503553,0.8450128,0.81796676,0.85154986,0.85792637,0.7932624,0.8532097,0.855225,0.84644765,0.8427643,0.8501824,0.8335067,0.854107,0.8518273,0.8435126,1.0000075,0.850936,0.768356,0.84146994,0.85736436,0.81413543,0.84717023,0.8544781,0.8392987,0.8050169,0.8572178,0.8479287,0.8534995,0.79451746,0.8509995,0.8596063,0.84311867,0.82828724,0.8520914,0.8118143,0.8536708,0.82665175,0.84441984,0.8428786,0.8460284,0.7969499,0.85778344,0.82829595,0.8465744,0.8423689,0.840635,0.85800433,0.8416256,0.84695727,0.8595669,0.8099153,0.8400052,0.8514245,0.77392995,0.8469976,0.81651616,0.776957,0.7489277,0.8494706,0.8156053,0.85160667,0.84894645,0.84971184,0.8456809,0.857635,0.8100728,0.81488645,0.85312086,0.85161525,0.8448332,0.8488939,0.8175245,0.8521007,0.85768193,0.78047967,0.8464248,0.761917,0.7897234,0.8527004,0.854309,0.8474297,0.77503353,0.85541475,0.855484,0.8553393,0.85209095,0.8079788,0.8512617,0.8543822,0.8604982,0.81381357,0.8253641,0.77960926,0.82838964,0.84614384,0.846203,0.8446776,0.8528463,0.74169606,0.8230848,0.8465797,0.8282754,0.85742193,0.83795875,0.84621286,0.8507221,0.8511204
Coffee_Baby_by_Nataly_Dawn,0.85652006,0.87525773,0.88428813,0.78732,0.8580592,0.85600847,0.7867984,0.89676917,0.8972097,0.85018957,0.8690103,0.8268288,0.8874646,0.7641192,0.7590801,0.8917094,0.8862832,0.8958302,0.8481721,0.8656343,0.7987257,0.8496607,0.82837605,0.8960218,0.89249915,0.8545466,0.89311343,0.8928224,0.8834735,0.8285922,0.8500086,0.8946572,0.8468114,0.89149296,0.76357436,0.89540076,0.8690153,0.8473858,0.8905695,0.81761116,0.8500239,0.87413627,0.79808974,0.8965169,0.8641924,0.8924507,0.88646793,0.8967482,0.8351919,0.87837744,0.88912797,0.84593797,0.850936,1.0000125,0.77172744,0.8885335,0.8754755,0.8146347,0.89337015,0.8730717,0.837199,0.8133502,0.8581044,0.8947553,0.85045135,0.81117886,0.8748117,0.86700165,0.88868886,0.8689736,0.8815431,0.8109283,0.87097967,0.82401574,0.89171124,0.889446,0.8908353,0.7992159,0.8572321,0.86898065,0.893218,0.8896514,0.88525444,0.85446143,0.888765,0.8436754,0.8562846,0.8075496,0.83549523,0.8840805,0.7809719,0.8934435,0.8200685,0.7852148,0.764406,0.88607025,0.8172397,0.84857154,0.89653957,0.89623094,0.89417434,0.8617142,0.81490815,0.81442976,0.8852933,0.88155496,0.89096117,0.8953541,0.81677836,0.8525124,0.8664661,0.78454334,0.8934315,0.76862484,0.792277,0.88784075,0.86931694,0.84455633,0.7864944,0.8847191,0.8610181,0.89658046,0.89653325,0.80686104,0.8976236,0.8786892,0.8693106,0.81335634,0.82552147,0.7817794,0.8690625,0.8950994,0.88411963,0.89046377,0.88538396,0.74704975,0.83487284,0.8914937,0.8689636,0.86451215,0.8837768,0.89423573,0.8468946,0.84966177
Cold_Cold_Cold_by_Cage_The_Elephant,0.7753981,0.775395,0.7666567,0.7952361,0.7769675,0.79009336,0.8017533,0.7753004,0.7720174,0.77098626,0.80874133,0.779299,0.77566135,0.7730682,0.7758175,0.77261883,0.77136743,0.7744585,0.7825644,0.7748929,0.8025836,0.7917975,0.7820443,0.77226985,0.769463,0.7722573,0.77913564,0.77089286,0.7707615,0.7797321,0.7797202,0.77664244,0.78679806,0.7732124,0.7641308,0.77915853,0.8087427,0.77437305,0.76979154,0.7864759,0.7816445,0.7802778,0.79439676,0.7739423,0.77176887,0.7722662,0.76802737,0.7691994,0.7869623,0.78238124,0.7734631,0.7899792,0.768356,0.77172744,0.9999899,0.76099265,0.78370744,0.78457433,0.77427405,0.7727812,0.7795895,0.7885258,0.7787478,0.77273643,0.7761549,0.7974008,0.76639265,0.7795732,0.76043266,0.80869496,0.77252007,0.7879795,0.7750181,0.7768196,0.7732534,0.7685603,0.7777933,0.79902786,0.77945846,0.8087035,0.7671073,0.7652675,0.7704185,0.77155757,0.7669623,0.77961487,0.7801903,0.7872608,0.7776678,0.77088577,0.8001413,0.7709235,0.79205096,0.78962517,0.77284765,0.7676839,0.7761633,0.7790583,0.7699044,0.7762649,0.76505727,0.77634954,0.79058844,0.78427327,0.7745926,0.77072334,0.7664354,0.7706193,0.78304267,0.7761146,0.78780526,0.782166,0.76918805,0.7682737,0.78628445,0.7798949,0.77224827,0.77899945,0.79347736,0.77581936,0.79086715,0.7776195,0.787202,0.7804069,0.7728708,0.7752135,0.7862382,0.7919368,0.7893389,0.7871874,0.808803,0.7657135,0.7629448,0.76991314,0.77046263,0.76731056,0.7791212,0.76824725,0.8086824,0.7757446,0.7648352,0.7685122,0.77387255,0.776551
Colors_by_April_Smith_and_the_Great_Picture_Show,0.84750944,0.8666437,0.90388167,0.7784289,0.8481464,0.8469488,0.7787273,0.9069389,0.8896892,0.8429983,0.8799723,0.8176118,0.9044184,0.75635874,0.7494637,0.9108666,0.88345784,0.8997427,0.8401662,0.85591817,0.7879924,0.8431758,0.8200154,0.90626734,0.8980265,0.8473821,0.8986846,0.9119897,0.9018356,0.8212188,0.8414377,0.90281016,0.83877057,0.9111174,0.7562649,0.90335304,0.8799755,0.8389851,0.9110835,0.8091592,0.8425637,0.8635461,0.78895074,0.88824075,0.85586315,0.9106948,0.9062453,0.88951993,0.8289486,0.86866933,0.87951493,0.8361304,0.84146994,0.8885335,0.76099265,1.0000057,0.86543214,0.8073776,0.9065724,0.86470217,0.8301238,0.8056434,0.8499638,0.8937343,0.84184945,0.80557877,0.86549205,0.8580308,0.87986374,0.8799374,0.8704184,0.80273217,0.86138684,0.8143357,0.9105237,0.9100183,0.9056494,0.79383445,0.8469912,0.87994355,0.8995364,0.90816176,0.9032122,0.84662366,0.90774345,0.8330823,0.8495687,0.8007072,0.8289893,0.8756521,0.770458,0.89655614,0.81498784,0.778912,0.7639715,0.8767609,0.81040627,0.83910424,0.8877445,0.8873905,0.8932237,0.85546994,0.808596,0.80678445,0.8764926,0.8769283,0.91069555,0.8842431,0.8094697,0.8446441,0.8561075,0.77585655,0.9084654,0.76157206,0.78434116,0.87856615,0.8593329,0.836418,0.7795074,0.87410676,0.8530644,0.8866823,0.88924015,0.7994054,0.8890432,0.870989,0.8598896,0.8039137,0.8171046,0.77593994,0.88002014,0.8956716,0.8733755,0.9101443,0.87607986,0.7416469,0.8268569,0.91116345,0.8799262,0.85684556,0.9031916,0.9077711,0.83834946,0.8396237
Combat_Baby_by_Metric,0.8655296,0.8784284,0.86610967,0.79864275,0.8655739,0.8607438,0.80248016,0.8765782,0.87563145,0.85740477,0.86299187,0.83454025,0.8710047,0.7742152,0.7706823,0.8718815,0.8728175,0.8746435,0.8580922,0.87349784,0.80565536,0.8583739,0.83992594,0.8730331,0.87077725,0.86254525,0.8741197,0.8711099,0.8655427,0.8350339,0.8585062,0.8743187,0.85243124,0.8720764,0.7736211,0.8752565,0.862995,0.8563728,0.8692772,0.8269791,0.8584678,0.8815055,0.8078134,0.8772126,0.87066895,0.87314546,0.8681268,0.87333536,0.8459481,0.88157904,0.8755431,0.85365283,0.85736436,0.8754755,0.78370744,0.86543214,1.0000085,0.8227476,0.87343526,0.87675947,0.84609896,0.81483144,0.86823255,0.8733543,0.85801715,0.8179839,0.874411,0.87546706,0.86665744,0.8629555,0.877046,0.81802493,0.8773348,0.8318055,0.87174,0.8693887,0.872822,0.8092019,0.86565006,0.86296093,0.8700522,0.86843956,0.8683749,0.86207116,0.86809194,0.8521438,0.8663506,0.818454,0.8454724,0.8759346,0.790936,0.8719963,0.82843924,0.7931153,0.77010006,0.8748086,0.8212757,0.8588007,0.872547,0.87736106,0.8701408,0.8701637,0.82314825,0.82330424,0.8785771,0.87665933,0.86898786,0.8743271,0.82639945,0.86150193,0.8733183,0.793082,0.87107575,0.778453,0.8015336,0.8796903,0.87712353,0.85155606,0.79165834,0.8804151,0.8669559,0.8793463,0.8792442,0.81542903,0.8747005,0.8775775,0.87777984,0.8228865,0.8362014,0.79127073,0.8630431,0.87063605,0.87106156,0.87041867,0.87595814,0.75686187,0.8401509,0.8711562,0.8629435,0.8697544,0.8645436,0.8705948,0.8544159,0.8581598
